2020-11-23 21:01:28,064 [Worker-46: Enabling Maven Dependency Management] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicDomain:0.0.1-SNAPSHOT @ /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/pom.xml.
2020-11-23 21:17:59,804 [Worker-54: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:17:59,805 [Worker-54: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:17:59,806 [Worker-54: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:20:20,788 [Worker-56: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2020-11-23 21:20:21,044 [Worker-56: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicDomain:0.0.1-SNAPSHOT @ /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/pom.xml.
2020-11-23 21:20:21,242 [Worker-56: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ClinicDomain/src
2020-11-23 21:20:21,242 [Worker-56: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Resources folder /ClinicDomain/src overlaps with sources folder /ClinicDomain/src
2020-11-23 21:20:21,242 [Worker-56: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Not adding source folder /ClinicDomain/src/test/java because it overlaps with /ClinicDomain/src
2020-11-23 21:20:21,326 [Worker-56: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 0 sec
2020-11-23 21:20:21,631 [Worker-46: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:20:21,632 [Worker-46: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:20:21,637 [Worker-46: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:20:21,638 [Worker-46: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:20:29,667 [Worker-59: Launching Executing clean in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate - /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain
2020-11-23 21:20:29,667 [Worker-59: Launching Executing clean in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2020-11-23 21:20:31,334 [Worker-60: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:20:31,336 [Worker-60: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:20:31,337 [Worker-60: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:20:31,338 [Worker-60: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:20:41,634 [Worker-59: Launching Executing install in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate - /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain
2020-11-23 21:20:41,635 [Worker-59: Launching Executing install in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B install
2020-11-23 21:20:43,302 [Worker-54: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:20:43,303 [Worker-54: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-11-23 21:20:43,304 [Worker-54: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:20:43,305 [Worker-54: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:29:11,785 [Worker-62: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2020-11-23 21:29:12,011 [Worker-62: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicDomain:0.0.1-SNAPSHOT @ /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/pom.xml.
2020-11-23 21:29:12,208 [Worker-62: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ClinicDomain/src
2020-11-23 21:29:12,208 [Worker-62: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Resources folder /ClinicDomain/src overlaps with sources folder /ClinicDomain/src
2020-11-23 21:29:12,209 [Worker-62: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Not adding source folder /ClinicDomain/src/test/java because it overlaps with /ClinicDomain/src
2020-11-23 21:29:12,278 [Worker-62: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 0 sec
2020-11-23 21:29:12,663 [Worker-65: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:29:12,665 [Worker-65: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:29:12,669 [Worker-65: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:29:12,670 [Worker-65: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:30:36,333 [Worker-67: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:30:36,337 [Worker-67: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-11-23 21:30:36,338 [Worker-67: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:30:36,339 [Worker-67: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:30:37,348 [Worker-65: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:30:37,349 [Worker-65: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-11-23 21:30:37,350 [Worker-65: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:30:37,350 [Worker-65: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:30:51,577 [Worker-67: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2020-11-23 21:30:51,765 [Worker-67: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicDomain:0.0.1-SNAPSHOT @ /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/pom.xml.
2020-11-23 21:30:51,868 [Worker-67: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ClinicDomain/src
2020-11-23 21:30:51,869 [Worker-67: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Resources folder /ClinicDomain/src overlaps with sources folder /ClinicDomain/src
2020-11-23 21:30:51,869 [Worker-67: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Not adding source folder /ClinicDomain/src/test/java because it overlaps with /ClinicDomain/src
2020-11-23 21:30:51,935 [Worker-67: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 0 sec
2020-11-23 21:30:52,166 [Worker-69: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:30:52,167 [Worker-69: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:30:52,171 [Worker-69: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:30:52,172 [Worker-69: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:31:03,783 [Worker-69: Launching Executing clean in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate - /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain
2020-11-23 21:31:03,783 [Worker-69: Launching Executing clean in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2020-11-23 21:31:05,216 [Worker-68: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:31:05,218 [Worker-68: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:31:05,219 [Worker-68: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:31:05,220 [Worker-68: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:31:11,545 [Worker-67: Launching Executing install in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate - /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain
2020-11-23 21:31:11,545 [Worker-67: Launching Executing install in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B install
2020-11-23 21:31:13,164 [Worker-67: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:31:13,166 [Worker-67: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-11-23 21:31:13,167 [Worker-67: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:31:13,167 [Worker-67: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:35:13,272 [Worker-71: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:35:13,273 [Worker-71: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:35:13,275 [Worker-71: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:35:13,276 [Worker-71: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:35:21,978 [Worker-70: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2020-11-23 21:35:22,184 [Worker-70: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicDomain:0.0.1-SNAPSHOT @ /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/pom.xml.
2020-11-23 21:35:22,325 [Worker-70: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ClinicDomain/src
2020-11-23 21:35:22,325 [Worker-70: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Resources folder /ClinicDomain/src overlaps with sources folder /ClinicDomain/src
2020-11-23 21:35:22,325 [Worker-70: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Not adding source folder /ClinicDomain/src/test/java because it overlaps with /ClinicDomain/src
2020-11-23 21:35:22,414 [Worker-70: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 0 sec
2020-11-23 21:35:22,680 [Worker-70: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:35:22,681 [Worker-70: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:35:22,687 [Worker-70: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:35:22,688 [Worker-70: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:37:05,847 [Worker-71: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2020-11-23 21:37:05,969 [Worker-71: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicDomain:0.0.1-SNAPSHOT @ /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/pom.xml.
2020-11-23 21:37:06,053 [Worker-71: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ClinicDomain/src
2020-11-23 21:37:06,054 [Worker-71: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Resources folder /ClinicDomain/src overlaps with sources folder /ClinicDomain/src
2020-11-23 21:37:06,054 [Worker-71: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Not adding source folder /ClinicDomain/src/test/java because it overlaps with /ClinicDomain/src
2020-11-23 21:37:06,125 [Worker-71: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 0 sec
2020-11-23 21:37:06,351 [Worker-71: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:37:06,352 [Worker-71: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:37:06,359 [Worker-71: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:37:06,359 [Worker-71: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:37:11,636 [Worker-77: Launching Executing clean in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate - /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain
2020-11-23 21:37:11,636 [Worker-77: Launching Executing clean in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2020-11-23 21:37:13,057 [Worker-71: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:37:13,061 [Worker-71: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:37:13,064 [Worker-71: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:37:13,064 [Worker-71: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:37:19,150 [Worker-75: Launching Executing install in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate - /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain
2020-11-23 21:37:19,150 [Worker-75: Launching Executing install in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B install
2020-11-23 21:37:21,670 [Worker-75: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:37:21,672 [Worker-75: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:37:21,674 [Worker-75: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:37:21,674 [Worker-75: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:39:59,659 [Worker-66: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:39:59,660 [Worker-66: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:39:59,661 [Worker-66: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:39:59,662 [Worker-66: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:40:03,677 [Worker-66: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:40:03,678 [Worker-66: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:40:03,679 [Worker-66: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:40:03,679 [Worker-66: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:41:32,358 [Worker-79: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:41:32,359 [Worker-79: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:41:32,360 [Worker-79: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:41:32,361 [Worker-79: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:41:35,896 [Worker-82: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:41:35,897 [Worker-82: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:41:35,898 [Worker-82: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:41:35,898 [Worker-82: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:41:47,011 [Worker-83: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:41:47,012 [Worker-83: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:41:47,013 [Worker-83: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:41:47,014 [Worker-83: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:41:59,180 [Worker-84: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2020-11-23 21:41:59,356 [Worker-84: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: edu.stevens.cs548:ClinicDomain:0.0.1-SNAPSHOT @ /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/pom.xml.
2020-11-23 21:41:59,484 [Worker-84: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ClinicDomain/src
2020-11-23 21:41:59,484 [Worker-84: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Resources folder /ClinicDomain/src overlaps with sources folder /ClinicDomain/src
2020-11-23 21:41:59,485 [Worker-84: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Not adding source folder /ClinicDomain/src/test/java because it overlaps with /ClinicDomain/src
2020-11-23 21:41:59,576 [Worker-84: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 0 sec
2020-11-23 21:41:59,801 [Worker-83: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:41:59,802 [Worker-83: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:41:59,807 [Worker-83: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:41:59,808 [Worker-83: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:42:13,256 [Worker-76: Launching Executing clean in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate - /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain
2020-11-23 21:42:13,256 [Worker-76: Launching Executing clean in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2020-11-23 21:42:14,611 [Worker-79: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:42:14,613 [Worker-79: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:42:14,614 [Worker-79: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:42:14,615 [Worker-79: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:42:21,444 [Worker-76: Launching Executing install in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate - /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain
2020-11-23 21:42:21,445 [Worker-76: Launching Executing install in _Users_vyshaliprabananthlal_eclipse-workspace_5484trytrytrtry_ClinicDomain] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B install
2020-11-23 21:42:23,889 [Worker-81: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:42:23,890 [Worker-81: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2020-11-23 21:42:23,891 [Worker-81: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:42:23,891 [Worker-81: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/vyshaliprabananthlal/eclipse-workspace/5484trytrytrtry/ClinicDomain/src/test/resources
2020-11-23 21:47:40,266 [Worker-85: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2020-11-23 21:47:40,268 [Worker-85: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
